#1
double Demand(10584,4)  #
1186	21163	18682	19144
1187	20687	18693	18716
1188	19945	18512	18704
1189	19572	18319	18331
1190	19204	18101	18126
1191	18552	17824	17883
1192	18450	17728	17547
1193	18783	18005	17632
1194	19617	18520	18282
1195	21368	19296	19035
1196	21425	19072	20072
1197	20545	18646	18848
1198	20053	17929	18220
1199	18335	16968	17212
1200	17221	15849	16007
1201	16126	14953	14730
1202	15689	14416	14057
1203	15764	14191	13879
1204	15732	14044	13966
1205	15693	14055	13897
1206	16007	14333	14066
1207	16463	14910	14611
1208	17262	15634	15487
1209	18159	16319	16358
1210	18499	16755	17004
1211	18760	17122	17191
1212	18525	17158	17489
1213	18117	17090	17194
1214	17603	16676	17022
1215	17431	16343	16262
1216	17257	16244	16010
1217	17523	16510	16145
1218	18566	17167	16776
1219	20108	18043	17824
1220	19754	17880	18919
1221	19228	17454	17717
1222	18356	16905	17028
1223	17413	16312	16356
1224	16624	15437	15719
1225	15605	14617	14562
1226	15380	14167	13797
1227	15201	13963	13717
1228	15143	13830	13759
1229	14938	13860	13697
1230	15120	14075	13890
1231	15389	14501	14290
1232	15829	14972	14927
1233	16364	15490	15443
1234	16688	15936	16008
1235	16480	16303	16382
1236	17334	16497	16670
1237	16807	16472	16691
1238	16984	16166	16447
1239	16783	16008	15860
1240	16555	15992	15850
1241	17158	16400	15976
1242	18595	17375	16808
